"Accident_Index","1st_Road_Class","1st_Road_Number","2nd_Road_Class","2nd_Road_Number","Accident_Severity","Carriageway_Hazards","Date","Day_of_Week","Did_Police_Officer_Attend_Scene_of_Accident","Junction_Control","Junction_Detail","Latitude","Light_Conditions","Local_Authority_(District)","Local_Authority_(Highway)","Location_Easting_OSGR","Location_Northing_OSGR","Longitude","LSOA_of_Accident_Location","Number_of_Casualties","Number_of_Vehicles","Pedestrian_Crossing-Human_Control","Pedestrian_Crossing-Physical_Facilities","Police_Force","Road_Surface_Conditions","Road_Type","Special_Conditions_at_Site","Speed_limit","Time","Urban_or_Rural_Area","Weather_Conditions","Year","InScotland"
"200504BB05108","B","6254","Unclassified","0","Slight","None",2005-11-16,"Wednesday","1","Give way or uncontrolled","Crossroads",54.123882,"Daylight","Lancaster","Lancashire","352000","470030",-2.735949,"E01025130",2,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"08:14","Rural","Fine no high winds",2005,"No"
"200504BB05109","A","589","Unclassified","0","Slight","None",2005-11-17,"Thursday","1","Give way or uncontrolled","T or staggered junction",54.064989,"Darkness - lights lit","Lancaster","Lancashire","345410","463550",-2.835601,"E01025164",1,2,"0","4","Lancashire","Dry","Single carriageway","None",30,"18:36","Urban","Raining no high winds",2005,"No"
"200504BB05110","Unclassified","0","Unclassified","0","Slight","None",2005-11-18,"Friday","1","Give way or uncontrolled","T or staggered junction",54.058966,"Daylight","Lancaster","Lancashire","345390","462880",-2.835785,"E01025172",1,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"10:30","Urban","Fine no high winds",2005,"No"
"200504BB05111","Unclassified","0",NA,"0","Slight","None",2005-11-19,"Saturday","1","Data missing or out of range","Not at junction or within 20 metres",54.135256,"Darkness - lights lit","Lancaster","Lancashire","349720","471320",-2.771047,"E01025168",1,1,"0","0","Lancashire","Frost or ice","Single carriageway","None",30,"19:50","Rural","Other",2005,"No"
"200504BB05112","B","5274","Unclassified","0","Slight","None",2005-11-14,"Monday","1","Give way or uncontrolled","T or staggered junction",54.069258,"Daylight","Lancaster","Lancashire","343340","464050",-2.867319,"E01025111",1,1,"0","1","Lancashire","Dry","Single carriageway","None",30,"19:05","Urban","Fine no high winds",2005,"No"
"200504BB05113","C","470","Unclassified","0","Slight","None",2005-11-18,"Friday","1","Give way or uncontrolled","Other junction",54.0599,"Darkness - lights lit","Lancaster","Lancashire","343230","463010",-2.868804,"E01025171",1,2,"0","0","Lancashire","Wet or damp","Single carriageway","None",30,"18:25","Urban","Fine no high winds",2005,"No"
"200504BB05114","B","5321",NA,"0","Slight","None",2005-11-21,"Monday","1","Data missing or out of range","Not at junction or within 20 metres",54.069711,"Daylight","Lancaster","Lancashire","344190","464090",-2.854339,"E01025138",1,3,"0","0","Lancashire","Dry","Single carriageway","None",30,"14:00","Urban","Fine no high winds",2005,"No"
"200504BB05115","A","589","Unclassified","0","Slight","None",2005-11-22,"Tuesday","1","Give way or uncontrolled","Crossroads",54.076314,"Darkness - lights lit","Lancaster","Lancashire","344590","464820",-2.848361,"E01025085",1,2,"0","0","Lancashire","Wet or damp","Single carriageway","None",40,"17:20","Urban","Fine no high winds",2005,"No"
"200504BB05116","A","683",NA,"0","Fatal","None",2005-11-21,"Monday","1","Data missing or out of range","Not at junction or within 20 metres",54.039809,"Daylight","Lancaster","Lancashire","343590","460770",-2.862888,"E01025134",1,1,"0","0","Lancashire","Wet or damp","Single carriageway","None",50,"09:50","Rural","Fog or mist",2005,"No"
"200504BB05117","Unclassified","0",NA,"0","Slight","None",2005-11-23,"Wednesday","1","Data missing or out of range","Not at junction or within 20 metres",54.045563,"Darkness - lights lit","Lancaster","Lancashire","341200","461440",-2.899509,"E01025122",1,1,"0","0","Lancashire","Dry","Single carriageway","None",30,"23:45","Urban","Fine no high winds",2005,"No"
"200504BB05118","Unclassified","0","Unclassified","0","Slight","None",2005-11-23,"Wednesday","1","Give way or uncontrolled","Other junction",54.135523,"Darkness - lights lit","Lancaster","Lancashire","349690","471350",-2.771511,"E01025169",1,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"16:47","Rural","Fine no high winds",2005,"No"
"200504BB05119","Unclassified","0",NA,"0","Slight","None",2005-11-26,"Saturday","1","Data missing or out of range","Not at junction or within 20 metres",54.075684,"Darkness - lights lit","Lancaster","Lancashire","349830","464690",-2.768261,"E01025108",1,1,"0","0","Lancashire","Wet or damp","Single carriageway","None",30,"16:15","Rural","Fine no high winds",2005,"No"
"200504BB05120","Unclassified","0",NA,"0","Slight","None",2005-11-27,"Sunday","1","Data missing or out of range","Not at junction or within 20 metres",54.024365,"Daylight","Lancaster","Lancashire","342090","459070",-2.885466,"E01025134",2,2,"0","0","Lancashire","Wet or damp","Single carriageway","None",30,"15:40","Urban","Fine no high winds",2005,"No"
"200504BB05121","Unclassified","0",NA,"0","Slight","None",2005-11-26,"Saturday","1","Data missing or out of range","Not at junction or within 20 metres",54.080722,"Darkness - no lighting","Lancaster","Lancashire","348970","465260",-2.7815,"E01025108",1,1,"0","0","Lancashire","Wet or damp","Single carriageway","None",60,"23:48","Rural","Fine no high winds",2005,"No"
"200504BB05122","A","683",NA,"0","Slight","Other object on road",2005-11-29,"Tuesday","1","Data missing or out of range","Not at junction or within 20 metres",54.055807,"Darkness - lights lit","Lancaster","Lancashire","345270","462530",-2.837555,"E01025172",1,2,"0","0","Lancashire","Frost or ice","Single carriageway","None",50,"20:55","Urban","Fine no high winds",2005,"No"
"200504BB05123","Unclassified","0",NA,"0","Slight","None",2005-11-20,"Sunday","1","Data missing or out of range","Not at junction or within 20 metres",54.121632,"Daylight","Lancaster","Lancashire","358130","469720",-2.642117,"E01025166",2,2,"0","0","Lancashire","Frost or ice","Single carriageway","None",60,"12:30","Rural","Fine no high winds",2005,"No"
"200504BB05124","Unclassified","0","Unclassified","0","Slight","None",2005-11-30,"Wednesday","1","Give way or uncontrolled","T or staggered junction",54.074161,"Daylight","Lancaster","Lancashire","345460","464570",-2.835021,"E01025161",1,1,"0","0","Lancashire","Wet or damp","Single carriageway","None",30,"08:00","Urban","Fine no high winds",2005,"No"
"200504BB05125","Unclassified","0","Unclassified","0","Slight","None",2005-11-30,"Wednesday","1","Give way or uncontrolled","T or staggered junction",54.072528,"Daylight","Lancaster","Lancashire","345320","464390",-2.837127,"E01025162",1,2,"0","0","Lancashire","Wet or damp","Single carriageway","None",30,"08:50","Urban","Unknown",2005,"No"
"200504BB05126","B","5273",NA,"0","Slight","None",2005-11-28,"Monday","1","Data missing or out of range","Not at junction or within 20 metres",54.055981,"Daylight","Lancaster","Lancashire","342740","462580",-2.876208,"E01025171",1,1,"0","0","Lancashire","Dry","Single carriageway","None",40,"12:10","Rural","Fine no high winds",2005,"No"
"200504BB05127","Unclassified","0","Unclassified","0","Serious","None",2005-11-18,"Friday","1","Give way or uncontrolled","Private drive or entrance",54.055604,"Daylight","Lancaster","Lancashire","341780","462550",-2.890866,"E01025114",1,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"14:00","Urban","Fine no high winds",2005,"No"
"200504BB05129","Unclassified","0","Unclassified","0","Slight","None",2005-12-06,"Tuesday","1","Give way or uncontrolled","Crossroads",54.065501,"Daylight","Lancaster","Lancashire","342680","463640",-2.877325,"E01025110",2,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"13:07","Urban","Fine no high winds",2005,"No"
"200504BB05130","A","6",NA,"0","Slight","None",2005-12-01,"Thursday","1","Data missing or out of range","Not at junction or within 20 metres",54.123105,"Darkness - lights lit","Lancaster","Lancashire","349530","469970",-2.773729,"E01025096",1,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"17:00","Rural","Fine no high winds",2005,"No"
"200504BB05131","A","683","A","589","Slight","None",2005-12-06,"Tuesday","1","Give way or uncontrolled","Roundabout",54.066316,"Darkness - lights lit","Lancaster","Lancashire","345210","463700",-2.838683,"E01025173",1,1,"0","8","Lancashire","Wet or damp","Roundabout","None",30,"18:50","Urban","Fine no high winds",2005,"No"
"200504BB05132","Unclassified","0","Unclassified","0","Slight","None",2005-12-11,"Sunday","1","Give way or uncontrolled","Crossroads",54.066296,"Darkness - lights lit","Lancaster","Lancashire","345870","463690",-2.828598,"E01025164",1,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"16:45","Urban","Fine no high winds",2005,"No"
"200504BB05133","A","6","Unclassified","0","Slight","None",2005-12-13,"Tuesday","1","Give way or uncontrolled","T or staggered junction",54.165577,"Darkness - no lighting","Lancaster","Lancashire","351010","474680",-2.751852,"E01025148",1,2,"0","0","Lancashire","Dry","Single carriageway","None",60,"17:24","Rural","Fine no high winds",2005,"No"
"200504BB05134","Unclassified","0","Unclassified","0","Serious","None",2005-12-14,"Wednesday","1","Give way or uncontrolled","T or staggered junction",54.048221,"Daylight","Lancaster","Lancashire","341660","461730",-2.89254,"E01025114",1,1,"0","4","Lancashire","Dry","Single carriageway","None",30,"12:40","Urban","Fine no high winds",2005,"No"
"200504BB05135","B","5273","Unclassified","0","Serious","None",2005-12-14,"Wednesday","1","Give way or uncontrolled","T or staggered junction",54.056563,"Darkness - lights lit","Lancaster","Lancashire","343120","462640",-2.870415,"E01025171",1,2,"0","0","Lancashire","Wet or damp","Single carriageway","None",40,"18:45","Rural","Fine no high winds",2005,"No"
"200504BB05136","Unclassified","0","Unclassified","0","Slight","None",2005-12-15,"Thursday","1","Give way or uncontrolled","T or staggered junction",54.059147,"Darkness - no lighting","Lancaster","Lancashire","345410","462900",-2.835483,"E01025172",2,2,"0","0","Lancashire","Wet or damp","Single carriageway","Oil or diesel",30,"17:11","Urban","Fine no high winds",2005,"No"
"200504BB05137","Unclassified","0","Unclassified","0","Slight","None",2005-12-19,"Monday","1","Give way or uncontrolled","T or staggered junction",54.040881,"Daylight","Lancaster","Lancashire","344350","460880",-2.851304,"E01025134",5,2,"0","0","Lancashire","Dry","Single carriageway","None",60,"13:05","Rural","Fine no high winds",2005,"No"
"200504BB05138","Unclassified","0","Unclassified","0","Slight","None",2005-12-20,"Tuesday","1","Auto traffic signal","Crossroads",54.063976,"Darkness - lights lit","Lancaster","Lancashire","342710","463470",-2.876835,"E01025110",1,2,"0","0","Lancashire","Wet or damp","Single carriageway","None",30,"17:25","Urban","Fine no high winds",2005,"No"
"200504BB05139","Unclassified","0","Unclassified","0","Serious","None",2005-12-21,"Wednesday","1","Give way or uncontrolled","Crossroads",54.062986,"Daylight","Lancaster","Lancashire","342690","463360",-2.87712,"E01025118",2,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"09:55","Urban","Fine no high winds",2005,"No"
"200504BB05140","A","589","Unclassified","0","Slight","None",2005-12-23,"Friday","1","Give way or uncontrolled","Crossroads",54.071039,"Daylight","Lancaster","Lancashire","344840","464230",-2.844433,"E01025137",1,2,"0","0","Lancashire","Dry","Single carriageway","None",40,"15:15","Urban","Fine no high winds",2005,"No"
"200504BB05141","A","589",NA,"0","Slight","None",2005-12-23,"Friday","1","Data missing or out of range","Not at junction or within 20 metres",54.074408,"Darkness - lights lit","Lancaster","Lancashire","343590","464620",-2.863605,"E01025139",2,3,"0","0","Lancashire","Wet or damp","Single carriageway","None",30,"19:30","Urban","Fog or mist",2005,"No"
"200504BB05143","Unclassified","0",NA,"0","Slight","None",2005-12-28,"Wednesday","1","Data missing or out of range","Not at junction or within 20 metres",54.102927,"Darkness - no lighting","Lancaster","Lancashire","349050","467730",-2.780694,"E01025089",7,2,"0","0","Lancashire","Frost or ice","Single carriageway","None",60,"21:00","Rural","Fine no high winds",2005,"No"
"200504BB05144","A","6",NA,"0","Slight","None",2005-12-31,"Saturday","1","Data missing or out of range","Not at junction or within 20 metres",54.087504,"Daylight","Lancaster","Lancashire","347600","466030",-2.802572,"E01025159",1,2,"0","0","Lancashire","Wet or damp","Single carriageway","None",30,"18:50","Rural","Raining no high winds",2005,"No"
"200504BB05145","B","5275",NA,"0","Serious","None",2005-12-31,"Saturday","1","Data missing or out of range","Not at junction or within 20 metres",54.073263,"Darkness - lights lit","Lancaster","Lancashire","345470","464470",-2.83485,"E01025161",3,1,"0","0","Lancashire","Wet or damp","Single carriageway","None",30,"02:35","Urban","Fine no high winds",2005,"No"
"200504BB05146","A","683","Unclassified","0","Slight","None",2005-08-15,"Monday","1","Auto traffic signal","Crossroads",54.058795,"Daylight","Lancaster","Lancashire","345480","462860",-2.834407,"E01025172",1,2,"0","0","Lancashire","Dry","Dual carriageway","None",40,"12:20","Urban","Fine no high winds",2005,"No"
"200504BB05147","A","6","Unclassified","0","Slight","None",2005-11-09,"Wednesday","1","Stop sign","Crossroads",54.127265,"Darkness - lights lit","Lancaster","Lancashire","349790","470430",-2.769827,"E01025098",1,2,"0","4","Lancashire","Dry","Single carriageway","None",30,"16:50","Rural","Fine no high winds",2005,"No"
"200504BC05001","Unclassified","0",NA,"0","Fatal","None",2005-05-08,"Sunday","1","Give way or uncontrolled","Not at junction or within 20 metres",53.892783,"Daylight","Wyre","Lancashire","345250","444390",-2.834596,"E01025585",1,2,"0","0","Lancashire","Dry","Single carriageway","None",60,"13:08","Rural","Fine + high winds",2005,"No"
"200504BC05002","Unclassified","0",NA,"0","Slight","None",2005-05-05,"Thursday","1","Data missing or out of range","Not at junction or within 20 metres",53.82839,"Daylight","Wyre","Lancashire","347420","437200",-2.800346,"E01025561",1,2,"0","0","Lancashire","Wet or damp","Single carriageway","None",60,"14:45","Rural","Raining no high winds",2005,"No"
"200504BC05003","B","5272",NA,"0","Slight","None",2005-05-10,"Tuesday","1","Data missing or out of range","Not at junction or within 20 metres",53.931236,"Daylight","Wyre","Lancashire","348640","448630",-2.783731,"E01025548",1,1,"0","0","Lancashire","Dry","Single carriageway","None",60,"14:15","Rural","Fine no high winds",2005,"No"
"200504BC05004","B","5266",NA,"0","Slight","None",2005-05-12,"Thursday","1","Data missing or out of range","Not at junction or within 20 metres",53.829507,"Daylight","Wyre","Lancashire","334350","437490",-2.998953,"E01025568",1,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"10:00","Urban","Fine no high winds",2005,"No"
"200504BC05005","B","5267",NA,"0","Fatal","None",2005-05-19,"Thursday","1","Data missing or out of range","Not at junction or within 20 metres",53.850617,"Daylight","Wyre","Lancashire","334280","439840",-3.00052,"E01025598",1,3,"0","0","Lancashire","Wet or damp","Single carriageway","None",30,"08:00","Urban","Fine no high winds",2005,"No"
"200504BC05006","B","5268","Unclassified","0","Slight","Other object on road",2005-05-21,"Saturday","1","Give way or uncontrolled","T or staggered junction",53.838074,"Daylight","Wyre","Lancashire","333170","438460",-3.01709,"E01025599",4,2,"0","8","Lancashire","Wet or damp","Single carriageway","None",30,"17:58","Urban","Raining no high winds",2005,"No"
"200504BC05007","A","585","B","5268","Serious","None",2005-05-13,"Friday","1","Give way or uncontrolled","Roundabout",53.864383,"Darkness - lights lit","Wyre","Lancashire","333700","441380",-3.009668,"E01025552",1,1,"0","8","Lancashire","Dry","Roundabout","None",30,"22:05","Urban","Fine no high winds",2005,"No"
"200504BC05008","A","6","B","6430","Slight","None",2005-05-21,"Saturday","1","Auto traffic signal","More than 4 arms (not roundabout)",53.914023,"Darkness - lights lit","Wyre","Lancashire","349070","446710",-2.776862,"E01025548",3,2,"0","0","Lancashire","Dry","Single carriageway","None",50,"23:55","Rural","Fine no high winds",2005,"No"
"200504BC05009","Unclassified","0",NA,"0","Slight","None",2005-05-12,"Thursday","1","Data missing or out of range","Not at junction or within 20 metres",53.86308,"Daylight","Wyre","Lancashire","333350","441240",-3.014959,"E01025552",1,1,"0","0","Lancashire","Dry","Single carriageway","None",30,"12:49","Urban","Fine no high winds",2005,"No"
"200504BC05010","A","6",NA,"0","Fatal","None",2005-05-27,"Friday","1","Data missing or out of range","Not at junction or within 20 metres",53.930844,"Darkness - lights lit","Wyre","Lancashire","349230","448580",-2.774737,"E01025548",1,1,"0","0","Lancashire","Dry","Single carriageway","None",50,"02:20","Rural","Fine no high winds",2005,"No"
"200504BC05011","Unclassified","0","A","585","Slight","None",2005-05-13,"Friday","1","Auto traffic signal","Crossroads",53.881797,"Daylight","Wyre","Lancashire","332850","443330",-3.023019,"E01025603",1,2,"0","5","Lancashire","Dry","Single carriageway","None",30,"15:40","Urban","Fine no high winds",2005,"No"
"200504BC05012","A","588",NA,"0","Slight","None",2005-05-13,"Friday","1","Data missing or out of range","Not at junction or within 20 metres",53.869051,"Daylight","Wyre","Lancashire","341900","441790",-2.885072,"E01025562",1,2,"0","0","Lancashire","Dry","Single carriageway","None",60,"06:55","Rural","Fine no high winds",2005,"No"
"200504BC05013","B","6430","Unclassified","0","Slight","None",2005-05-29,"Sunday","1","Give way or uncontrolled","Mini-roundabout",53.899916,"Daylight","Wyre","Lancashire","349100","445140",-2.776143,"E01025560",1,2,"0","0","Lancashire","Dry","Roundabout","None",30,"15:00","Rural","Fine no high winds",2005,"No"
"200504BC05014","A","6",NA,"0","Slight","None",2005-05-16,"Monday","1","Data missing or out of range","Not at junction or within 20 metres",53.842517,"Daylight","Wyre","Lancashire","351280","438730",-2.741948,"E01025547",1,1,"0","0","Lancashire","Wet or damp","Single carriageway","None",60,"08:50","Rural","Raining no high winds",2005,"No"
"200504BC05015","B","6430",NA,"0","Serious","None",2005-06-04,"Saturday","1","Data missing or out of range","Not at junction or within 20 metres",53.881744,"Daylight","Wyre","Lancashire","349840","443110",-2.764549,"E01025553",1,1,"0","0","Lancashire","Dry","Single carriageway","None",30,"20:45","Rural","Fine no high winds",2005,"No"
"200504BC05016","Unclassified","0","Unclassified","0","Slight","None",2005-05-16,"Monday","1","Give way or uncontrolled","Private drive or entrance",53.879082,"Darkness - lights unlit","Wyre","Lancashire","333400","443020",-3.014586,"E01025544",1,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"09:32","Urban","Fine no high winds",2005,"No"
"200504BC05017","Unclassified","0",NA,"0","Slight","None",2005-05-07,"Saturday","1","Data missing or out of range","Not at junction or within 20 metres",53.87321,"Daylight","Wyre","Lancashire","333860","442360",-3.007447,"E01025577",2,3,"0","0","Lancashire","Dry","Single carriageway","None",30,"19:00","Urban","Fine no high winds",2005,"No"
"200504BC05018","A","588","Unclassified","0","Serious","None",2005-06-10,"Friday","1","Give way or uncontrolled","T or staggered junction",53.88828,"Darkness - no lighting","Wyre","Lancashire","337250","443990",-2.956229,"E01025565",2,2,"0","0","Lancashire","Dry","Single carriageway","None",60,"22:07","Rural","Fine no high winds",2005,"No"
"200504BC05019","A","6",NA,"0","Slight","None",2005-06-09,"Thursday","1","Data missing or out of range","Not at junction or within 20 metres",53.955109,"Darkness - lights unlit","Wyre","Lancashire","349220","451280",-2.775339,"E01025609",3,2,"0","0","Lancashire","Dry","Single carriageway","None",60,"15:19","Rural","Fine no high winds",2005,"No"
"200504BC05020","B","5272","Unclassified","0","Slight","None",2005-05-22,"Sunday","1","Give way or uncontrolled","T or staggered junction",53.927761,"Daylight","Wyre","Lancashire","348050","448250",-2.792651,"E01025585",1,2,"0","0","Lancashire","Dry","Unknown","None",60,"14:18","Rural","Fine no high winds",2005,"No"
"200504BC05021","B","5268",NA,"0","Slight","None",2005-06-13,"Monday","1","Data missing or out of range","Not at junction or within 20 metres",53.872286,"Daylight","Wyre","Lancashire","333660","442260",-3.010467,"E01025576",1,2,"0","0","Lancashire","Wet or damp","Single carriageway","None",30,"19:43","Urban","Fine no high winds",2005,"No"
"200504BC05022","Unclassified","0","Unclassified","0","Slight","None",2005-05-24,"Tuesday","1","Give way or uncontrolled","T or staggered junction",53.883187,"Daylight","Wyre","Lancashire","332480","443490",-3.028682,"E01025555",1,1,"0","0","Lancashire","Dry","Single carriageway","None",30,"15:35","Urban","Fine no high winds",2005,"No"
"200504BC05023","B","5268","Unclassified","0","Slight","None",2005-05-27,"Friday","1","Give way or uncontrolled","T or staggered junction",53.88109,"Daylight","Wyre","Lancashire","333640","443240",-3.010984,"E01025541",1,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"21:06","Urban","Fine no high winds",2005,"No"
"200504BC05024","A","588","A","586","Slight","None",2005-05-25,"Wednesday","1","Auto traffic signal","Crossroads",53.843584,"Daylight","Wyre","Lancashire","334810","439050",-2.992297,"E01025569",1,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"16:50","Urban","Fine no high winds",2005,"No"
"200504BC05025","A","585","Unclassified","0","Slight","None",2005-05-31,"Tuesday","1","Give way or uncontrolled","T or staggered junction",53.869246,"Daylight","Wyre","Lancashire","333080","441930",-3.019215,"E01025602",1,2,"0","0","Lancashire","Dry","Single carriageway","None",60,"12:15","Urban","Fine no high winds",2005,"No"
"200504BC05026","Unclassified","0",NA,"0","Slight","None",2005-06-02,"Thursday","1","Data missing or out of range","Not at junction or within 20 metres",53.878618,"Daylight","Wyre","Lancashire","342260","442850",-2.879797,"E01025562",1,1,"0","0","Lancashire","Dry","Single carriageway","None",60,"18:35","Rural","Fine no high winds",2005,"No"
"200504BC05027","B","5412","Unclassified","0","Slight","None",2005-06-02,"Thursday","1","Auto traffic signal","Crossroads",53.875779,"Daylight","Wyre","Lancashire","332180","442670",-3.033064,"E01025601",1,3,"0","0","Lancashire","Wet or damp","Single carriageway","None",30,"17:20","Urban","Fine no high winds",2005,"No"
"200504BC05028","Unclassified","0","Unclassified","0","Slight","None",2005-05-26,"Thursday","1","Give way or uncontrolled","T or staggered junction",53.878176,"Daylight","Wyre","Lancashire","331280","442950",-3.046813,"E01025570",1,1,"0","0","Lancashire","Dry","Single carriageway","None",30,"14:30","Urban","Fine no high winds",2005,"No"
"200504BC05029","B","5412","Unclassified","0","Slight","None",2005-06-01,"Wednesday","1","Give way or uncontrolled","T or staggered junction",53.874505,"Darkness - lights unlit","Wyre","Lancashire","332750","442520",-3.024362,"E01025601",1,1,"0","0","Lancashire","Dry","Single carriageway","None",30,"18:14","Urban","Fine no high winds",2005,"No"
"200504BC05030","A","586","Unclassified","0","Slight","None",2005-06-01,"Wednesday","1","Give way or uncontrolled","T or staggered junction",53.84592,"Daylight","Wyre","Lancashire","336250","439290",-2.970464,"E01025545",1,2,"0","0","Lancashire","Wet or damp","Single carriageway","None",50,"10:19","Urban","Raining no high winds",2005,"No"
"200504BC05031","Motorway","6",NA,"0","Slight","None",2005-06-02,"Thursday","1","Data missing or out of range","Not at junction or within 20 metres",53.895235,"Daylight","Wyre","Lancashire","350880","444600",-2.748969,"E01025549",1,2,"0","0","Lancashire","Wet or damp","Dual carriageway","None",70,"11:50","Rural","Other",2005,"No"
"200504BC05032","C","383","Unclassified","0","Slight","None",2005-06-05,"Sunday","1","Stop sign","Crossroads",53.88076,"Daylight","Wyre","Lancashire","331790","443230",-3.039119,"E01025556",1,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"13:50","Urban","Fine no high winds",2005,"No"
"200504BC05033","A","586","A","6","Slight","None",2005-06-05,"Sunday","1","Give way or uncontrolled","T or staggered junction",53.881283,"Daylight","Wyre","Lancashire","348800","443070",-2.780362,"E01025553",1,2,"0","8","Lancashire","Dry","Single carriageway","None",40,"10:27","Rural","Fine no high winds",2005,"No"
"200504BC05034","Unclassified","0",NA,"0","Slight","None",2005-06-06,"Monday","1","Data missing or out of range","Not at junction or within 20 metres",53.849696,"Daylight","Wyre","Lancashire","350220","439540",-2.758189,"E01025547",1,2,"0","0","Lancashire","Dry","Single carriageway","None",60,"09:05","Rural","Fine no high winds",2005,"No"
"200504BC05035","Motorway","6",NA,"0","Slight","None",2005-06-06,"Monday","1","Data missing or out of range","Not at junction or within 20 metres",53.923311,"Daylight","Wyre","Lancashire","350320","447730",-2.757999,"E01025549",2,2,"0","0","Lancashire","Dry","Dual carriageway","None",70,"14:45","Rural","Fine no high winds",2005,"No"
"200504BC05036","A","588",NA,"0","Slight","None",2005-06-07,"Tuesday","1","Data missing or out of range","Not at junction or within 20 metres",53.921622,"Daylight","Wyre","Lancashire","341080","447650",-2.89867,"E01025585",1,1,"0","0","Lancashire","Dry","Single carriageway","None",40,"19:00","Rural","Fine no high winds",2005,"No"
"200504BC05037","B","5270",NA,"0","Slight","None",2005-06-07,"Tuesday","1","Data missing or out of range","Not at junction or within 20 metres",53.927686,"Daylight","Wyre","Lancashire","335420","448400",-2.985,"E01025586",1,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"15:15","Rural","Fine no high winds",2005,"No"
"200504BC05038","B","6430",NA,"0","Slight","Other object on road",2005-06-08,"Wednesday","1","Data missing or out of range","Not at junction or within 20 metres",53.907266,"Daylight","Wyre","Lancashire","348900","445960",-2.779324,"E01025558",1,1,"0","0","Lancashire","Dry","Single carriageway","None",30,"09:15","Rural","Fine no high winds",2005,"No"
"200504BC05039","A","6","Unclassified","0","Slight","None",2005-06-09,"Thursday","1","Give way or uncontrolled","Other junction",53.920746,"Daylight","Wyre","Lancashire","348900","447460",-2.779575,"E01025548",1,1,"0","0","Lancashire","Dry","Single carriageway","None",50,"15:30","Rural","Fine no high winds",2005,"No"
"200504BC05040","Motorway","6",NA,"0","Slight","None",2005-06-10,"Friday","1","Data missing or out of range","Not at junction or within 20 metres",53.894344,"Daylight","Wyre","Lancashire","350960","444500",-2.747736,"E01025549",2,2,"0","0","Lancashire","Dry","Dual carriageway","None",70,"16:40","Rural","Fine no high winds",2005,"No"
"200504BC05041","Unclassified","0",NA,"0","Slight","None",2005-07-01,"Friday","1","Data missing or out of range","Not at junction or within 20 metres",53.946014,"Daylight","Wyre","Lancashire","348140","450280",-2.791626,"E01025609",2,2,"0","0","Lancashire","Dry","Single carriageway","None",60,"11:00","Rural","Fine no high winds",2005,"No"
"200504BC05042","B","5412","B","5268","Slight","None",2005-07-01,"Friday","1","Auto traffic signal","Crossroads",53.871836,"Daylight","Wyre","Lancashire","333660","442210",-3.010456,"E01025576",1,2,"0","4","Lancashire","Dry","Single carriageway","None",30,"17:40","Urban","Fine no high winds",2005,"No"
"200504BC05043","Unclassified","0","Unclassified","0","Serious","None",2005-06-26,"Sunday","1","Give way or uncontrolled","T or staggered junction",53.878178,"Daylight","Wyre","Lancashire","331290","442950",-3.046661,"E01025570",1,1,"0","0","Lancashire","Dry","Single carriageway","None",30,"12:20","Urban","Fine no high winds",2005,"No"
"200504BC05044","A","585","B","5412","Slight","None",2005-06-12,"Sunday","1","Give way or uncontrolled","Roundabout",53.874332,"Daylight","Wyre","Lancashire","332800","442500",-3.023597,"E01025601",2,2,"0","8","Lancashire","Dry","Roundabout","None",40,"13:20","Urban","Fine + high winds",2005,"No"
"200504BC05045","B","5268","Unclassified","0","Slight","None",2005-07-02,"Saturday","1","Give way or uncontrolled","T or staggered junction",53.87524,"Daylight","Wyre","Lancashire","333570","442590",-3.011907,"E01025544",1,1,"0","0","Lancashire","Dry","Single carriageway","None",30,"14:00","Urban","Fine no high winds",2005,"No"
"200504BC05046","A","6","Unclassified","0","Slight","None",2005-06-15,"Wednesday","1","Give way or uncontrolled","T or staggered junction",53.899389,"Daylight","Wyre","Lancashire","348320","445090",-2.788005,"E01025559",1,3,"0","0","Lancashire","Dry","Unknown","None",50,"15:12","Rural","Fine no high winds",2005,"No"
"200504BC05047","Unclassified","0","Unclassified","0","Slight","None",2005-06-17,"Friday","1","Give way or uncontrolled","Other junction",53.843061,"Darkness - lights lit","Wyre","Lancashire","333520","439010",-3.011891,"E01025599",1,1,"0","0","Lancashire","Dry","Single carriageway","None",30,"00:27","Urban","Fine no high winds",2005,"No"
"200504BC05048","B","5267","Unclassified","0","Slight","Vehicle load on road",2005-06-22,"Wednesday","1","Give way or uncontrolled","Private drive or entrance",53.847798,"Daylight","Wyre","Lancashire","334730","439520",-2.993612,"E01025598",1,2,"0","0","Lancashire","Dry","One way street","None",30,"16:05","Urban","Fine no high winds",2005,"No"
